Af_As_syn	Af_As_ns	Af_An_syn	Af_An_ns	As_An_syn	As_An_ns	As_syn_pol	As_ns_pol	Afr_syn_pol	Afr_ns_pol	len	stat	CDS
0	0	2	1	2	1	5	3	1	0	621	0.833333333333333	rna3316_gene=LDLRAD1
1	0	1	1	0	1	2	0	2	1	1287	6	rna3319_gene=LRRC42
0	1	1	1	1	0	1	0	0	1	585	-2.5	rna3322_gene=HSPB11
1	1	0	1	1	0	3	1	3	0	735	7	rna3323_gene=DIO1
1	0	3	0	2	0	4	1	1	0	921	0.0833333333333333	rna3324_gene=YIPF1
1	1	2	1	1	0	4	4	1	0	2331	0.833333333333333	rna3327_gene=NDC1
3	4	9	7	6	3	7	5	1	2	1950	-0.371428571428572	rna3330_gene=GLIS1
0	3	3	5	3	8	5	3	1	1	1179	-1.125	rna3331_gene=DMRTB1
2	1	3	1	1	0	5	6	4	3	2895	0.482142857142857	rna3334_gene=LRP8
0	1	0	1	0	0	1	2	1	0	573	3.33333333333333	rna3337_gene=C2H1orf123
2	4	5	3	3	1	6	2	3	3	1977	-2.05555555555556	rna3338_gene=CPT2
2	0	8	2	6	2	9	0	0	2	1683	1.06349206349206	rna3340_gene=SLC1A7
2	1	3	2	1	1	5	1	6	0	1854	6.25	rna3344_gene=PODN
2	4	4	4	2	0	3	1	2	1	1572	-1.16666666666667	rna3345_gene=SCP2
1	1	1	1	0	0	2	2	1	0	954	2	rna3346_gene=ECHDC2
2	4	7	14	5	10	4	5	2	1	2640	2.95138888888889	rna3354_gene=ZYG11A
1	1	2	1	1	0	2	0	1	0	2283	-0.166666666666667	rna3355_gene=ZYG11B
2	1	2	4	0	3	3	2	0	0	828	6.11111111111111	rna3357_gene=LOC100061716
1	2	0	1	1	3	1	4	2	1	564	3.2	rna3358_gene=FAM159A
2	3	2	3	0	4	0	2	0	0	861	2.55555555555556	rna3359_gene=GPX7
10	6	11	7	3	3	2	3	2	2	5028	0.939393939393939	rna3362_gene=ZCCHC11
0	0	1	0	1	0	0	0	0	0	939	0	rna3367_gene=PRPF38A
2	6	7	4	7	4	2	10	2	0	2925	1.40909090909091	rna3368_gene=ORC1
0	0	5	4	5	4	1	1	1	2	2565	0.388888888888889	rna3369_gene=CC2D1B
2	1	5	5	4	4	1	2	0	0	729	1.22222222222222	rna3374_gene=KTI12
1	1	1	0	0	1	1	1	2	0	660	2.5	rna3375_gene=RAB3B
4	1	6	1	2	0	6	5	1	0	3486	0.493650793650794	rna3376_gene=NRDC
0	1	1	1	1	0	2	1	2	0	1920	0.75	rna3380_gene=OSBPL9
0	0	1	0	1	0	1	1	0	0	1227	0	rna3381_gene=LOC100062428
2	0	3	0	1	0	0	1	3	0	1758	1.08333333333333	rna3382_gene=EPS15
2	1	3	0	1	1	3	3	0	1	1608	0.458333333333333	rna3383_gene=TTC39A
0	2	0	1	0	1	0	0	1	0	528	3	rna3385_gene=RNF11
0	0	0	2	0	2	0	3	0	1	720	2	rna3386_gene=C2H1orf185
2	0	3	1	1	1	2	2	0	1	1938	0.916666666666667	rna3388_gene=FAF1
1	0	0	3	1	3	1	0	0	1	699	5	rna3391_gene=DMRTA2
0	0	1	0	1	0	4	0	2	0	1158	-1	rna3395_gene=ELAVL4
0	1	1	6	1	5	2	1	0	0	951	5	rna3398_gene=LOC106782765
1	1	2	1	1	0	2	1	1	1	684	-0.0833333333333335	rna3401_gene=LOC100063327
1	0	1	0	0	0	1	0	1	1	1467	1.5	rna3402_gene=SPATA6
1	2	4	4	3	2	4	3	3	5	2013	-0.270833333333333	rna3404_gene=SLC5A9
3	1	6	1	3	2	13	5	2	2	1548	0.869047619047619	rna3405_gene=TRABD2B
1	0	0	0	1	0	0	0	0	0	519	1	rna3406_gene=CMPK1
3	5	5	4	4	3	9	4	3	5	3867	-0.844444444444444	rna3407_gene=STIL
2	0	4	0	2	0	1	0	0	0	519	0.2	rna3411_gene=TAL1
2	2	3	3	1	1	15	44	15	40	1524	0.390243902439024	rna3414_gene=LOC100051552
2	8	7	15	7	7	8	18	5	4	1575	1.45263157894737	rna3415_gene=LOC100063993
2	1	3	3	3	2	24	49	26	43	1590	0.65530303030303	rna3416_gene=LOC100064020
2	2	1	4	1	4	15	42	11	33	1503	1.44049247606019	rna3420_gene=LOC100064092
1	3	2	8	1	7	15	53	17	46	1053	1.74152876280536	rna3421_gene=LOC100064146
0	1	2	1	2	0	22	20	24	24	1545	-1.15873015873016	rna3424_gene=LOC100064176
3	3	7	10	4	7	21	28	13	13	1545	1.8301724137931	rna3425_gene=LOC100064287
1	4	5	10	4	6	9	18	7	14	1185	0.398830409356725	rna3426_gene=LOC102148233
0	2	1	2	1	0	1	4	0	0	1287	0.5	rna3427_gene=EFCAB14
1	0	1	0	0	0	0	1	0	1	645	0.5	rna3429_gene=TEX38
0	0	0	1	0	1	1	4	0	0	789	2.4	rna3430_gene=ATPAF1
1	0	2	0	1	0	0	0	0	0	651	0.333333333333333	rna3431_gene=MOB3C
0	2	2	2	2	0	1	1	7	4	1290	-1.06666666666667	rna3439_gene=MKNK1
0	1	1	2	1	1	1	2	0	0	378	0.833333333333333	rna3440_gene=KNCN
3	0	3	1	0	1	0	0	1	0	1149	2.75	rna3442_gene=DMBX1
3	0	5	0	4	0	3	0	1	2	1740	-0.0888888888888888	rna3443_gene=FAAH
0	0	1	1	1	1	2	1	0	1	1155	0.5	rna3445_gene=NSUN4
1	0	2	0	1	0	0	2	0	0	2331	0.333333333333333	rna3449_gene=LRRC41
1	0	0	3	0	3	1	1	0	0	723	7.5	rna3451_gene=LURAP1
3	1	5	2	2	1	5	2	1	1	2067	0.833333333333333	rna3452_gene=POMGNT1
1	4	1	10	0	8	2	4	0	0	600	9.4	rna3453_gene=TSPAN1
2	3	6	7	4	4	5	8	2	3	5115	0.634920634920635	rna3457_gene=MAST2
1	0	2	0	1	0	2	1	1	1	1719	0.333333333333333	rna3458_gene=IPP
1	2	0	1	1	1	1	0	0	0	1425	1	rna3463_gene=GPBP1L1
0	2	3	2	3	0	2	2	0	1	1881	-2.375	rna3464_gene=CCDC17
2	2	3	2	1	2	1	2	1	2	2529	0.833333333333333	rna3465_gene=NASP
0	0	3	0	3	0	5	0	1	0	975	-4	rna3466_gene=AKR1A1
0	0	1	1	1	1	0	0	0	0	600	1	rna3468_gene=PRDX1
0	0	0	2	0	2	1	2	0	0	846	4.33333333333333	rna3471_gene=MMACHC
0	0	2	1	2	1	1	3	0	3	816	0	rna3474_gene=LOC102147438
0	0	0	1	0	1	1	4	2	0	1713	6.4	rna3483_gene=TESK2
0	1	0	1	0	0	0	2	0	0	1530	1.66666666666667	rna3486_gene=TOE1
2	3	5	4	3	1	2	7	1	4	1851	0.0208333333333334	rna3487_gene=MUTYH
1	1	6	4	5	3	1	1	1	0	1116	1.0952380952381	rna3490_gene=HPDL
2	0	1	0	3	0	6	1	2	1	2910	0.458333333333333	rna3491_gene=ZSWIM5
0	1	0	1	0	0	0	0	1	1	1104	1	rna3492_gene=UROD
0	1	1	1	1	0	8	0	0	1	2739	-13	rna3493_gene=HECTD3
0	0	0	2	0	2	1	1	0	1	1359	3.5	rna3494_gene=EIF2B3
0	0	4	1	4	1	5	7	1	0	3624	0.35	rna3498_gene=PTCH2
1	0	2	4	1	4	1	1	5	0	975	12	rna3500_gene=BTBD19
1	2	1	5	2	3	2	1	1	0	1689	5.75	rna3501_gene=PLK3
2	0	3	0	1	0	2	1	1	2	1425	0.416666666666667	rna3502_gene=BEST4
0	0	4	0	4	0	2	1	0	1	627	-1.1	rna3503_gene=RPS8
2	0	5	1	3	1	2	2	2	0	2172	1.16666666666667	rna3504_gene=KIF2C
1	0	1	0	2	0	5	3	0	0	1302	0.25	rna3508_gene=C2H1orf228
0	1	2	1	2	0	3	3	1	0	837	-0.333333333333333	rna3509_gene=TMEM53
1	0	2	0	1	0	1	1	4	0	1707	1.66666666666667	rna3511_gene=RNF220
1	0	2	0	1	0	0	0	0	0	1047	0.333333333333333	rna3516_gene=ERI3
3	0	4	0	1	0	1	0	1	0	1395	0.9	rna3520_gene=DMAP1
2	1	3	1	3	2	1	5	1	0	1089	1.02777777777778	rna3521_gene=KLF17
3	0	3	0	2	0	2	0	1	0	1917	0.75	rna3526_gene=SLC6A9
3	4	4	11	1	9	2	0	1	2	1011	12.85	rna3527_gene=CCDC24
2	1	2	0	0	1	0	1	1	2	1173	0.888888888888889	rna3528_gene=B4GALT2
2	2	4	2	2	2	3	6	0	3	1470	0.15	rna3530_gene=DPH2
1	0	2	0	1	0	2	1	1	0	2703	0.666666666666667	rna3531_gene=IPO13
3	1	2	1	1	0	0	2	0	0	1155	0.666666666666667	rna3534_gene=ST3GAL3
3	1	4	1	3	0	1	0	4	0	3198	1.5	rna3540_gene=KDM4A
8	2	22	3	18	1	26	6	49	13	5754	-0.258581235697941	rna3546_gene=PTPRF
0	1	0	0	0	1	2	2	1	0	732	2	rna3547_gene=HYI
9	5	20	7	11	2	15	9	2	2	9906	-0.179047619047619	rna3548_gene=SZT2
0	1	1	2	1	1	0	1	0	0	945	1	rna3554_gene=MED8
1	0	1	0	0	0	0	0	0	0	840	1	rna3556_gene=ELOVL1
1	0	0	1	1	1	1	0	0	0	1488	3	rna3559_gene=CDC20
1	0	3	2	2	2	0	2	2	0	1659	2.41666666666667	rna3560_gene=MPL
2	0	3	0	3	0	3	0	2	0	3096	0.416666666666667	rna3561_gene=TIE1
0	2	1	4	1	2	3	0	0	1	660	-4.75	rna3567_gene=TMEM125
2	2	6	1	6	1	8	1	2	3	3753	-3	rna3570_gene=CFAP57
0	1	2	5	2	6	4	6	1	2	1365	1.57142857142857	rna3571_gene=EBNA1BP2
0	0	5	0	5	0	3	0	0	4	948	-3.3	rna3574_gene=LOC100066777
3	3	3	8	2	6	15	18	12	15	939	2.95093201754386	rna3575_gene=LOC100066795
2	1	1	1	3	0	3	6	0	1	948	0.261904761904762	rna3576_gene=LOC100053497
1	0	1	2	0	2	2	3	1	6	939	2.30357142857143	rna3578_gene=LOC100629356
0	2	1	2	1	0	2	5	1	4	948	-0.65	rna3580_gene=LOC100066878
1	0	4	3	3	3	2	6	2	3	1515	0.814285714285714	rna3582_gene=LOC100147151
6	1	6	0	0	1	4	1	3	0	1665	4.85714285714286	rna3585_gene=SLC2A1
2	1	2	3	0	3	1	1	4	1	948	6.66666666666667	rna3587_gene=ZNF691
6	0	6	1	2	1	9	1	3	1	1710	3.19047619047619	rna3589_gene=ERMAP
2	0	1	0	1	0	1	0	3	0	846	2.33333333333333	rna3592_gene=LOC100629443
0	1	3	1	3	2	2	0	2	1	594	-3	rna3595_gene=C2H1orf50
0	0	0	1	0	1	2	4	6	1	1671	7.6	rna3596_gene=P3H1
3	0	3	0	2	0	2	1	1	0	675	0.625	rna3597_gene=CLDN19
2	0	2	0	0	0	2	2	0	3	807	0.75	rna3598_gene=YBX1
0	0	3	0	3	0	4	3	2	2	2202	-0.6875	rna3600_gene=CCDC30
0	1	1	2	1	1	2	1	0	0	867	0	rna3601_gene=LOC102149728
1	1	1	1	2	0	1	0	0	0	930	-0.333333333333333	rna3603_gene=PPCS
0	0	1	2	1	2	1	2	3	3	1248	1.83333333333333	rna3604_gene=ZMYND12
2	3	3	4	1	1	2	2	1	2	1449	0.5	rna3605_gene=RIMKLA
1	0	1	0	0	0	0	1	0	0	339	0.75	rna3609_gene=GUCA2B
4	6	12	8	8	2	14	9	4	4	7185	-0.907692307692308	rna3611_gene=HIVEP3
0	1	0	2	0	1	0	1	0	0	531	3	rna3612_gene=EDN2
3	3	7	5	4	2	10	4	6	3	1536	0.4325	rna3614_gene=FOXO6
2	2	3	2	1	0	3	4	1	2	1188	0.1	rna3624_gene=SLFNL1
3	0	3	0	4	0	2	0	3	0	1776	0.85	rna3625_gene=CTPS1
1	1	1	1	0	0	5	2	1	0	1530	2	rna3626_gene=KCNQ4
0	0	1	1	1	1	2	1	1	1	1320	1	rna3629_gene=NFYC
0	0	1	1	1	1	4	0	0	0	927	1	rna3637_gene=RIMS3
1	3	2	3	1	4	1	4	0	0	450	1.53333333333333	rna3642_gene=LOC100629793
1	5	3	3	4	4	8	9	11	10	1599	-0.709090909090909	rna3644_gene=LOC102150073
3	3	3	2	2	1	9	8	3	7	1143	0.00462962962962954	rna3645_gene=LOC100068087
0	0	1	2	1	2	2	1	2	2	1122	2.25	rna3647_gene=EXO5
2	1	2	1	0	2	7	6	7	8	1575	3.25925925925926	rna3651_gene=ZFP69
1	1	6	5	7	4	14	10	12	11	1605	0.417207792207792	rna3653_gene=ZFP69B
1	1	0	0	1	1	0	1	0	3	1050	0.25	rna3655_gene=SMAP2
1	1	5	3	6	2	4	2	1	0	1995	0.380952380952381	rna3656_gene=COL9A2
0	0	1	0	1	0	1	0	2	1	1428	-0.25	rna3659_gene=ZMPSTE24
1	4	5	4	4	2	2	1	2	1	5739	-1.6	rna3661_gene=RLF
0	2	3	2	3	0	4	1	2	1	954	-5.75	rna3662_gene=PPT1
0	0	1	0	1	0	0	0	2	1	1428	0.25	rna3664_gene=CAP1
4	1	3	0	3	1	2	0	0	0	1590	0.55	rna3669_gene=MFSD2A
1	1	1	1	0	2	1	0	1	0	1095	6	rna3673_gene=MYCL
1	1	1	2	0	1	0	2	1	0	1404	3.33333333333333	rna3674_gene=TRIT1
1	0	1	0	0	0	2	1	9	3	639	2	rna3677_gene=BMP8B
1	0	4	1	3	1	0	0	0	0	906	0.4	rna3678_gene=PPIE
0	0	1	0	1	0	0	2	0	0	744	0.333333333333333	rna3680_gene=HPCAL4
2	0	5	0	3	0	6	0	0	0	1098	-0.416666666666667	rna3681_gene=NT5C1A
0	0	0	1	0	1	1	1	0	1	984	2	rna3682_gene=HEYL
5	0	5	0	2	0	6	7	5	5	1983	0.3125	rna3687_gene=PABPC4
1	0	2	0	1	0	3	1	2	0	915	1	rna3691_gene=LOC100054282
3	2	3	2	2	2	2	5	3	2	900	1.125	rna3695_gene=BMP8A
3	0	4	5	1	5	4	2	6	4	1554	6.26333333333333	rna3696_gene=OXCT2
12	14	12	27	4	15	12	11	9	7	22503	4.90897435897436	rna3704_gene=MACF1
1	0	1	0	0	0	0	1	1	0	588	1.25	rna3714_gene=AKIRIN1
0	1	2	2	2	1	1	1	1	0	750	0.666666666666667	rna3716_gene=RHBDL2
2	2	5	2	3	0	2	4	1	0	1551	0.55	rna3717_gene=GJA9
0	0	1	1	1	1	2	1	0	0	762	1	rna3721_gene=UTP11L
4	0	1	0	5	0	3	0	1	0	1506	0.866666666666666	rna3724_gene=SF3A3
1	6	7	6	6	0	4	2	0	0	2982	-4.7202380952381	rna3725_gene=INPP5B
0	0	1	2	1	2	4	1	1	2	2262	2.25	rna3726_gene=MTF1
0	0	1	1	1	1	1	1	0	0	528	1	rna3730_gene=YRDC
2	0	2	0	0	0	1	0	0	1	708	1.5	rna3731_gene=MANEAL
3	3	7	3	4	0	2	2	1	0	2550	0.2	rna3732_gene=EPHA10
0	3	0	3	0	0	2	2	0	2	612	-1.66666666666667	rna3734_gene=C2H1orf109
1	0	1	0	0	0	2	0	0	1	792	1.75	rna3735_gene=RSPO1
1	3	2	3	1	0	3	6	1	1	2199	0.476190476190476	rna3737_gene=GNL2
1	0	2	0	1	0	1	0	0	0	837	0.333333333333333	rna3738_gene=DNALI1
1	0	2	1	1	1	1	0	1	0	1269	2.33333333333333	rna3739_gene=SNIP1
0	0	1	0	1	0	0	0	0	0	534	0	rna3740_gene=MEAF6
3	0	5	0	2	0	2	1	4	0	1752	0.958333333333333	rna3741_gene=ZC3H12A
5	4	10	5	5	1	7	4	6	5	2889	-0.163636363636364	rna3742_gene=GRIK3
3	1	3	4	0	3	2	1	3	4	2748	6.25	rna3747_gene=CSF3R
2	0	3	1	1	1	3	0	0	2	777	2.83333333333333	rna3753_gene=MRPS15
0	1	0	1	0	0	6	1	1	1	1140	-1.5	rna3754_gene=OSCP1
0	0	0	2	0	2	1	2	0	0	564	4.33333333333333	rna3757_gene=LSM10
1	0	2	0	3	0	3	0	0	0	1308	-0.666666666666667	rna3761_gene=STK40
1	0	3	0	2	0	1	0	0	0	498	-0.0833333333333334	rna3763_gene=EVA1B
1	5	4	10	3	7	4	4	2	3	2310	0.65	rna3764_gene=SH3D21
4	0	7	1	3	1	1	2	1	1	2877	0.45	rna3765_gene=THRAP3
3	3	4	9	1	6	1	2	2	3	2544	3.16666666666667	rna3767_gene=MAP7D1
0	0	1	0	1	0	1	0	0	0	543	-0.5	rna3768_gene=TRAPPC3
2	0	2	1	2	1	6	2	3	4	2121	1.31111111111111	rna3769_gene=COL8A2
0	0	1	0	1	0	0	1	1	0	855	0.75	rna3770_gene=ADPRHL2
1	0	1	0	0	0	0	0	1	2	1293	0.833333333333333	rna3772_gene=TEKT2
1	0	2	0	1	0	6	1	0	0	2067	0.333333333333333	rna3773_gene=AGO3
2	0	1	0	1	0	0	0	0	0	2283	0.666666666666667	rna3777_gene=LOC100055196
2	4	8	5	10	7	5	3	4	3	4026	-0.575757575757576	rna3778_gene=CLSPN
0	1	1	1	1	0	1	1	2	0	690	1.5	rna3779_gene=C2H1orf216
1	0	1	0	0	0	3	0	0	0	606	2.5	rna3780_gene=PSMB2
1	2	2	2	1	0	0	1	0	0	1620	0.5	rna3781_gene=TFAP2E
0	0	1	0	1	0	5	0	2	0	2190	-1.5	rna3782_gene=NCDN
4	1	7	2	5	1	6	3	1	0	3156	0.633333333333333	rna3788_gene=KIAA0319L
4	0	7	0	3	0	5	2	2	0	4608	0.475	rna3795_gene=ZMYM4
1	0	2	1	1	1	1	1	0	0	1560	1.16666666666667	rna3798_gene=SFPQ
5	4	7	7	2	5	2	1	1	3	3498	2.25	rna3801_gene=ZMYM1
1	3	5	5	4	2	5	1	2	1	3948	-2.7	rna3805_gene=ZMYM6
2	1	2	1	0	0	1	0	0	2	462	0.888888888888889	rna3808_gene=ZMYM6NB
1	0	3	2	2	2	3	0	0	0	2940	2.75	rna3809_gene=DLGAP3
0	0	1	0	1	0	0	0	0	0	294	0	rna3811_gene=SMIM12
2	0	2	0	2	0	4	1	1	0	1002	0.666666666666667	rna3813_gene=GJA4
4	0	5	4	1	4	5	3	1	0	816	5.11666666666667	rna3814_gene=GJB3
1	0	3	2	2	2	7	0	2	0	801	6.25	rna3815_gene=GJB4
3	0	3	1	0	1	2	0	0	1	822	5.5	rna3819_gene=GJB5
2	3	5	6	3	3	4	1	2	6	1806	-0.333333333333333	rna3820_gene=C2H1orf94
0	1	2	1	2	0	4	1	1	1	1017	-3.5	rna3824_gene=LOC106782768
0	1	2	1	2	2	1	2	0	2	594	-0.444444444444444	rna3825_gene=HMGB4
1	5	5	4	4	3	10	3	8	2	2742	-3.55	rna3826_gene=LOC106782769
2	0	4	0	4	0	6	4	8	3	3564	0.263333333333333	rna3827_gene=LOC100069927
0	0	0	1	0	1	9	3	2	4	1245	3.7	rna3828_gene=LOC106782770
0	1	0	1	0	0	1	0	2	1	423	1	rna3829_gene=LOC106782801
1	1	4	3	3	2	3	1	2	2	3135	0.3	rna3843_gene=ZSCAN20
2	4	3	5	1	1	4	0	0	4	2727	-3.03333333333333	rna3844_gene=LOC100069988
2	2	3	2	1	2	3	5	1	1	2562	1.08333333333333	rna3845_gene=PHC2
1	0	1	0	2	0	1	0	0	0	1002	0.166666666666667	rna3847_gene=ZNF362
2	3	4	2	2	1	4	1	1	0	1494	-0.466666666666667	rna3848_gene=TRIM62
3	0	7	2	4	2	1	1	2	0	1476	1.475	rna3849_gene=AZIN2
1	1	1	1	2	0	0	1	0	1	726	0.166666666666667	rna3851_gene=AK2
1	0	2	0	1	0	2	2	1	0	1695	0.666666666666667	rna3855_gene=RNF19B
1	0	1	1	0	1	0	0	3	1	630	3.5	rna3857_gene=TMEM54
0	1	0	1	0	0	1	0	2	0	627	4	rna3858_gene=HPCA
1	0	2	0	1	0	1	1	2	0	447	1	rna3859_gene=FNDC5
0	1	0	1	0	0	0	0	1	1	1284	1	rna3861_gene=S100PBP
1	0	4	2	3	2	4	2	1	1	1422	1.01666666666667	rna3863_gene=YARS
6	2	5	6	1	4	5	8	2	0	3114	4.88095238095238	rna3864_gene=KIAA1522
4	1	5	2	3	1	1	0	1	3	1455	0.45	rna3865_gene=SYNC
2	0	3	1	1	1	1	2	2	2	1173	0.944444444444444	rna3866_gene=RBBP4
1	0	1	0	0	0	0	0	1	0	540	1.5	rna3867_gene=ZBTB8OS
4	4	4	5	2	1	6	7	1	3	1479	0.308333333333333	rna3871_gene=ZBTB8B
0	0	1	0	1	0	0	0	2	1	807	0.25	rna3875_gene=TSSK3
0	1	0	1	0	0	0	0	1	0	291	3	rna3876_gene=FAM229A
0	1	1	1	1	0	0	1	0	1	654	-0.25	rna3878_gene=MARCKSL1
2	0	3	0	1	0	0	0	0	2	1527	0.25	rna3879_gene=HDAC1
0	0	1	0	1	0	1	0	0	0	1626	-0.5	rna3880_gene=LCK
0	0	2	0	2	0	0	1	1	0	492	0.333333333333333	rna3881_gene=FAM167B
1	0	3	2	2	2	2	3	0	0	1866	1.125	rna3882_gene=LOC100055965
0	1	0	1	0	0	0	0	0	1	423	0	rna3885_gene=TMEM234
4	3	4	5	2	2	2	2	0	2	1101	0.6	rna3886_gene=DCDC2B
1	0	3	5	2	5	2	4	0	2	1407	1.4	rna3889_gene=IQCC
2	0	2	0	2	0	1	0	0	0	603	0.333333333333333	rna3891_gene=CCDC28B
1	3	3	3	2	0	0	2	3	2	1686	0.777777777777778	rna3892_gene=TXLNA
0	0	4	2	4	2	1	0	0	0	1626	-0.2	rna3895_gene=KPNA6
2	0	1	0	1	0	4	2	2	0	1623	1.77777777777778	rna3896_gene=TMEM39B
0	0	3	0	3	0	0	0	0	0	945	-0.5	rna3897_gene=KHDRBS1
4	3	12	10	8	9	3	11	3	4	3480	0.780626780626781	rna3899_gene=SPOCD1
3	2	7	3	6	1	14	4	7	0	4725	2.60714285714286	rna3900_gene=ADGRB2
1	2	3	4	2	2	9	1	6	4	4893	-0.75	rna3908_gene=COL16A1
2	0	4	0	2	0	0	1	1	0	870	0.4	rna3909_gene=PEF1
2	2	1	0	1	2	3	0	1	5	1275	2.16666666666667	rna3910_gene=HCRTR1
0	1	3	16	3	15	3	7	2	2	870	5.25	rna3914_gene=LOC102147906
3	0	4	3	5	3	4	5	1	1	1341	1.14722222222222	rna3916_gene=SERINC2
0	0	1	0	1	0	0	0	0	0	1077	0	rna3924_gene=SNRNP40
2	2	2	6	0	4	3	4	0	2	1200	3.97777777777778	rna3925_gene=NKAIN1
8	0	7	0	8	0	6	0	1	0	3408	0.25	rna3926_gene=PUM1
2	0	7	2	5	2	4	1	1	1	1302	0.791666666666667	rna3927_gene=SDC3
0	0	1	0	1	0	3	0	3	0	786	0	rna3928_gene=LAPTM5
4	0	8	2	6	2	5	1	1	1	1488	1.01904761904762	rna3932_gene=MATN1
8	5	20	11	16	8	11	4	7	3	4554	0.813445378151261	rna3937_gene=PTPRU
0	0	3	1	3	1	1	2	0	1	1125	-0.0833333333333334	rna3938_gene=MECR
1	0	4	1	3	1	2	1	1	0	1494	0.8	rna3939_gene=SRSF4
2	10	5	19	3	9	2	0	0	0	726	-0.166666666666666	rna3940_gene=TMEM200B
1	4	2	6	3	2	1	3	1	0	2988	3.79166666666667	rna3952_gene=EPB41
1	0	3	1	2	1	3	2	1	0	1137	1.22222222222222	rna3953_gene=OPRD1
1	0	1	0	0	0	1	0	0	0	1743	1.5	rna3955_gene=YTHDF2
2	0	2	0	0	0	1	0	0	0	1722	1.66666666666667	rna3958_gene=GMEB1
1	0	0	0	1	0	0	0	1	1	582	1	rna3961_gene=TAF12
0	3	0	4	0	1	1	0	1	1	597	1	rna3962_gene=RAB42
1	0	2	1	1	1	0	0	1	0	1362	1.83333333333333	rna3979_gene=RCC1
3	0	1	0	2	0	2	0	1	0	2184	1.25	rna3988_gene=PHACTR4
1	1	0	1	1	0	2	1	1	1	1446	1.25	rna3992_gene=SESN2
0	0	1	0	1	0	0	0	0	0	762	0	rna3994_gene=DNAJC8
0	0	1	1	1	1	4	1	1	0	1029	2	rna3995_gene=PTAFR
0	0	2	1	2	1	0	1	2	0	1722	1.83333333333333	rna3997_gene=EYA3
3	0	5	1	4	1	2	0	0	0	1188	0.783333333333333	rna4004_gene=XKR8
0	1	3	8	3	9	2	1	0	1	1185	1.875	rna4005_gene=SMPDL3B
0	2	0	1	0	1	1	0	0	0	717	0	rna4006_gene=RPA2
2	0	4	2	2	2	6	2	4	8	2223	1.88888888888889	rna4008_gene=THEMIS2
1	0	4	0	3	0	1	0	0	0	1056	-0.3	rna4011_gene=PPP1R8
0	0	1	0	1	0	0	0	1	0	825	0.5	rna4012_gene=STX12
2	2	2	2	0	0	1	2	1	0	1215	2	rna4013_gene=FAM76A
3	1	3	1	0	0	5	3	0	0	1584	1.25	rna4016_gene=FGR
4	1	8	2	6	1	3	0	3	1	4803	0.209523809523809	rna4017_gene=AHDC1
1	0	1	0	2	0	2	1	0	0	993	0.25	rna4020_gene=GPR3
0	0	1	1	1	1	0	0	1	0	690	2	rna4021_gene=CD164L2
2	4	2	5	0	1	1	1	2	1	900	3.33333333333333	rna4022_gene=FCN3
8	2	9	5	6	3	6	2	2	0	3624	2.35555555555556	rna4026_gene=MAP3K6
1	0	4	2	3	2	3	2	2	0	1707	2.13333333333333	rna4028_gene=SYTL1
0	1	0	0	0	1	0	0	1	1	624	1	rna4029_gene=TMEM222
0	0	2	0	2	0	2	1	1	0	2043	-0.333333333333333	rna4033_gene=WDTC1
4	0	7	0	3	0	3	1	0	0	2445	0.225	rna4034_gene=SLC9A1
2	1	1	2	3	3	1	0	1	1	1281	2.16666666666667	rna4035_gene=FAM46B
1	0	2	0	1	0	2	1	1	0	1197	0.666666666666667	rna4038_gene=KDF1
0	0	1	0	1	0	0	1	1	0	999	0.75	rna4039_gene=NUDC
0	0	1	0	1	0	1	1	0	0	840	0	rna4040_gene=NR0B2
3	1	4	1	1	0	2	3	1	0	1563	0.8	rna4041_gene=GPATCH3
2	0	3	0	1	0	0	0	0	0	933	0.416666666666667	rna4042_gene=GPN2
1	0	5	0	4	0	2	0	0	0	747	-0.733333333333333	rna4043_gene=SFN
1	0	2	0	3	0	1	1	0	0	762	0.0833333333333333	rna4044_gene=ZDHHC18
1	0	0	0	1	0	0	1	2	1	1311	1.5	rna4045_gene=PIGV
5	1	6	1	3	0	3	0	1	0	5703	0.238095238095238	rna4046_gene=ARID1A
2	0	4	0	4	0	8	0	5	1	2235	-0.6	rna4048_gene=RPS6KA1
0	0	1	0	1	0	0	0	1	0	1005	0.5	rna4051_gene=DHDDS
3	2	4	5	3	3	2	3	2	3	1716	1.0875	rna4055_gene=ZNF683
5	3	7	5	2	4	6	6	5	8	5700	1.5	rna4056_gene=AIM1L
2	0	1	0	3	0	0	1	0	2	1314	0.125	rna4057_gene=UBXN11
0	1	0	1	0	0	3	0	0	1	2310	-3	rna4059_gene=CEP85
1	2	1	2	0	0	3	0	0	0	1353	-0.5	rna4061_gene=CATSPER4
3	0	5	1	2	1	6	4	3	1	2166	1.25	rna4063_gene=CNKSR1
0	0	2	0	2	0	0	0	0	0	486	-0.333333333333333	rna4064_gene=ZNF593
0	0	2	0	2	0	0	0	1	1	639	-0.333333333333333	rna4066_gene=FAM110D
0	1	0	2	0	3	1	1	2	3	1365	4.25	rna4069_gene=TRIM63
1	0	2	2	3	2	1	2	3	3	1116	1.16666666666667	rna4073_gene=SLC30A2
1	0	5	3	4	3	4	2	1	2	2028	0.944444444444445	rna4075_gene=EXTL1
1	0	1	0	0	0	1	0	1	0	1179	2	rna4076_gene=PAFAH2
0	1	3	2	3	1	5	3	3	0	1044	0.75	rna4083_gene=PAQR7
